	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1550	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Hyaloriaceae		
OTU1551	k__Fungi	p__Ascomycota					
OTU1552	k__Fungi	p__Ascomycota					
OTU1553	k__Fungi						
OTU1554	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1555	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU1556	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1557	k__Fungi						
OTU1558	k__Fungi						
OTU1559	k__Fungi						
OTU1560	k__Fungi						
OTU1561	k__Fungi						
OTU1562	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU1563	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1564	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1565	k__Fungi	p__Ascomycota					
OTU1566	k__Fungi						
OTU1567	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1568	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1569	k__Fungi						
OTU1570	k__Fungi						
OTU1571	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1572	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1573	k__Fungi						
OTU1574	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Xylodon	s__raduloides
OTU1575	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1576	k__Fungi						
OTU1577	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU1578	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1579	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1580	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__obtusa
OTU1581	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1582	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1583	k__Fungi						
OTU1584	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cryptococcaceae	g__Cryptococcus	s__pseudolongus
OTU1585	k__Fungi	p__Ascomycota					
OTU1586	k__Fungi						
OTU1587	k__Fungi						
OTU1588	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1589	k__Fungi						
OTU1590	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1591	k__Fungi						
OTU1592	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1593	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1594	k__Fungi						
OTU1595	k__Fungi	p__Ascomycota					
OTU1596	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU1597	k__Fungi						
OTU1598	k__Fungi						
OTU1599	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1600	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1601	k__Fungi						
OTU1602	k__Fungi						
OTU1603	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU1604	k__Fungi	p__Ascomycota					
OTU1605	k__Fungi						
OTU1606	k__Fungi						
OTU1607	k__Fungi						
OTU1608	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1609	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1610	k__Fungi	p__Chytridiomycota					
OTU1611	k__Fungi						
OTU1612	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1613	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1614	k__Fungi						
OTU1615	k__Fungi						
OTU1616	k__Fungi						
OTU1617	k__Fungi						
OTU1618	k__Fungi						
OTU1619	k__Fungi	p__Ascomycota					
OTU1620	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1621	k__Fungi	p__Chytridiomycota					
OTU1622	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1623	k__Fungi						
OTU1624	k__Fungi	p__Chytridiomycota					
OTU1625	k__Fungi						
OTU1626	k__Fungi						
OTU1627	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1628	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1629	k__Fungi						
OTU1630	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1631	k__Fungi						
OTU1632	k__Fungi						
OTU1633	k__Fungi	p__Ascomycota					
OTU1634	k__Fungi						
OTU1635	k__Fungi	p__Ascomycota					
OTU1636	k__Fungi	p__Ascomycota					
OTU1637	k__Fungi	p__Ascomycota					
OTU1638	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1639	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1640	k__Fungi	p__Ascomycota					
OTU1641	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1642	k__Fungi						
OTU1643	k__Fungi						
OTU1644	k__Fungi	p__Ascomycota					
OTU1645	k__Fungi						
OTU1646	k__Fungi	p__Chytridiomycota					
OTU1647	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1648	k__Fungi						
OTU1649	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1650	k__Fungi	p__Ascomycota					
OTU1651	k__Fungi						
OTU1652	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1653	k__Fungi						
OTU1654	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1655	k__Fungi						
OTU1656	k__Fungi						
OTU1657	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	
OTU1658	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1659	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1660	k__Fungi						
OTU1661	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1662	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1663	k__Fungi						
OTU1664	k__Fungi						
OTU1665	k__Fungi						
OTU1666	k__Fungi						
OTU1667	k__Fungi						
OTU1668	k__Fungi	p__Ascomycota					
OTU1669	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1670	k__Fungi						
OTU1671	k__Fungi						
OTU1672	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1673	k__Fungi						
OTU1674	k__Fungi						
OTU1675	k__Fungi	p__Ascomycota					
OTU1676	k__Fungi						
OTU1677	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1678	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1679	k__Fungi						
OTU1680	k__Fungi						
OTU1681	k__Fungi	p__Ascomycota					
OTU1682	k__Fungi						
OTU1683	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU1684	k__Fungi	p__Ascomycota					
OTU1685	k__Fungi						
OTU1686	k__Fungi						
OTU1687	k__Fungi						
OTU1688	k__Fungi						
OTU1689	k__Fungi	p__Ascomycota					
OTU1690	k__Fungi	p__Chytridiomycota					
OTU1691	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1692	k__Fungi	p__Basidiomycota	c__Wallemiomycetes	o__Wallemiales	f__Wallemiaceae	g__Wallemia	s__sebi
OTU1693	k__Fungi	p__Ascomycota					
OTU1694	k__Fungi	p__Chytridiomycota					
OTU1695	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1696	k__Fungi	p__Chytridiomycota					
OTU1697	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1698	k__Fungi						
OTU1699	k__Fungi						
OTU1700	k__Fungi						
OTU1701	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1702	k__Fungi	p__Ascomycota					
OTU1703	k__Fungi						
OTU1704	k__Fungi						
OTU1705	k__Fungi						
OTU1706	k__Fungi						
OTU1707	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1708	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1709	k__Fungi	p__Ascomycota					
OTU1710	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1711	k__Fungi						
OTU1712	k__Fungi						
OTU1713	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1714	k__Fungi	p__Ascomycota					
OTU1715	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__expansum
OTU1716	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1717	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1718	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1719	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1720	k__Fungi						
OTU1721	k__Fungi	p__Ascomycota					
OTU1722	k__Fungi						
OTU1723	k__Fungi	p__Chytridiomycota					
OTU1724	k__Fungi	p__Chytridiomycota					
OTU1725	k__Fungi						
OTU1726	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1727	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1728	k__Fungi						
OTU1729	k__Fungi						
OTU1730	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1731	k__Fungi	p__Chytridiomycota					
OTU1732	k__Fungi	p__Ascomycota					
OTU1733	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1734	k__Fungi	p__Ascomycota					
OTU1735	k__Fungi	p__Ascomycota					
OTU1736	k__Fungi						
OTU1737	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1738	k__Fungi						
OTU1739	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1740	k__Fungi						
OTU1741	k__Fungi	p__Ascomycota					
OTU1742	k__Fungi	p__Ascomycota					
OTU1743	k__Fungi						
OTU1744	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1745	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1746	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1747	k__Fungi	p__Chytridiomycota					
OTU1748	k__Fungi	p__Ascomycota					
OTU1749	k__Fungi						
OTU1750	k__Fungi						
OTU1751	k__Fungi	p__Chytridiomycota					
OTU1752	k__Fungi						
OTU1753	k__Fungi						
OTU1754	k__Fungi	p__Ascomycota					
OTU1755	k__Fungi						
OTU1756	k__Fungi						
OTU1757	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1758	k__Fungi						
OTU1759	k__Fungi	p__Ascomycota					
OTU1760	k__Fungi						
OTU1761	k__Fungi						
OTU1762	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1763	k__Fungi						
OTU1764	k__Fungi						
OTU1765	k__Fungi						
OTU1766	k__Fungi						
OTU1767	k__Fungi	p__Chytridiomycota					
OTU1768	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU1769	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1770	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1771	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Sarocladiaceae	g__Sarocladium	s__kiliense
OTU1772	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1773	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Stereaceae	g__Stereum	s__complicatum
OTU1774	k__Fungi						
OTU1775	k__Fungi						
OTU1776	k__Fungi	p__Ascomycota					
OTU1777	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1778	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1779	k__Fungi						
OTU1780	k__Fungi						
OTU1781	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU1782	k__Fungi						
OTU1783	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1784	k__Fungi						
OTU1785	k__Fungi						
OTU1786	k__Fungi	p__Ascomycota					
OTU1787	k__Fungi						
OTU1788	k__Fungi	p__Ascomycota					
OTU1789	k__Fungi						
OTU1790	k__Fungi						
OTU1791	k__Fungi						
OTU1792	k__Fungi						
OTU1793	k__Fungi						
OTU1794	k__Fungi						
OTU1795	k__Fungi						
OTU1796	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__incarnatum
OTU1797	k__Fungi	p__Ascomycota					
OTU1798	k__Fungi						
OTU1799	k__Fungi						
OTU1800	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1801	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1802	k__Fungi						
OTU1803	k__Fungi						
OTU1804	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1805	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1806	k__Fungi						
OTU1807	k__Fungi						
OTU1808	k__Fungi	p__Ascomycota					
OTU1809	k__Fungi	p__Chytridiomycota					
OTU1810	k__Fungi	p__Ascomycota					
OTU1811	k__Fungi	p__Ascomycota					
OTU1812	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU1813	k__Fungi						
OTU1814	k__Fungi						
OTU1815	k__Fungi						
OTU1816	k__Fungi						
OTU1817	k__Fungi						
OTU1818	k__Fungi						
OTU1819	k__Fungi						
OTU1820	k__Fungi						
OTU1821	k__Fungi	p__Ascomycota					
OTU1822	k__Fungi	p__Ascomycota					
OTU1823	k__Fungi						
OTU1824	k__Fungi						
OTU1825	k__Fungi						
OTU1826	k__Fungi						
OTU1827	k__Fungi	p__Ascomycota					
OTU1828	k__Fungi	p__Ascomycota					
OTU1829	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU1830	k__Fungi						
OTU1831	k__Fungi						
OTU1832	k__Fungi						
OTU1833	k__Fungi	p__Ascomycota					
OTU1834	k__Fungi						
OTU1835	k__Fungi						
OTU1836	k__Fungi						
OTU1837	k__Fungi						
OTU1838	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1839	k__Fungi						
OTU1840	k__Fungi						
OTU1841	k__Fungi						
OTU1842	k__Fungi						
OTU1843	k__Fungi						
OTU1844	k__Fungi	p__Ascomycota					
OTU1845	k__Fungi						
OTU1846	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1847	k__Fungi						
OTU1848	k__Fungi						
OTU1849	k__Fungi						
OTU1850	k__Fungi						
OTU1851	k__Fungi	p__Ascomycota					
OTU1852	k__Fungi	p__Ascomycota					
OTU1853	k__Fungi						
OTU1854	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1855	k__Fungi						
OTU1856	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU1857	k__Fungi	p__Ascomycota					
OTU1858	k__Fungi						
OTU1859	k__Fungi	p__Ascomycota					
OTU1860	k__Fungi	p__Ascomycota					
OTU1861	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1862	k__Fungi						
OTU1863	k__Fungi						
OTU1864	k__Fungi	p__Ascomycota					
OTU1865	k__Fungi						
OTU1866	k__Fungi	p__Ascomycota					
OTU1867	k__Fungi						
OTU1868	k__Fungi	p__Ascomycota					
OTU1869	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1870	k__Fungi						
OTU1871	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1872	k__Fungi						
OTU1873	k__Fungi						
OTU1874	k__Fungi						
OTU1875	k__Fungi						
OTU1876	k__Fungi						
OTU1877	k__Fungi						
OTU1878	k__Fungi						
OTU1879	k__Fungi	p__Chytridiomycota					
OTU1880	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1881	k__Fungi	p__Ascomycota					
OTU1882	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1883	k__Fungi						
OTU1884	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1885	k__Fungi	p__Ascomycota					
OTU1886	k__Fungi						
OTU1887	k__Fungi	p__Ascomycota					
OTU1888	k__Fungi						
OTU1889	k__Fungi						
OTU1890	k__Fungi						
OTU1891	k__Fungi	p__Ascomycota					
OTU1892	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1893	k__Fungi						
OTU1894	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1895	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1896	k__Fungi						
OTU1897	k__Fungi						
OTU1898	k__Fungi						
OTU1899	k__Fungi						
OTU1900	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1901	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Graphidales	f__Gomphillaceae	g__Gomphillus	s__calycioides
OTU1902	k__Fungi	p__Chytridiomycota					
OTU1903	k__Fungi						
OTU1904	k__Fungi	p__Ascomycota					
OTU1905	k__Fungi						
OTU1906	k__Fungi	p__Ascomycota					
OTU1907	k__Fungi						
OTU1908	k__Fungi						
OTU1909	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1910	k__Fungi	p__Ascomycota					
OTU1911	k__Fungi	p__Ascomycota					
OTU1912	k__Fungi						
OTU1913	k__Fungi						
OTU1914	k__Fungi						
OTU1915	k__Fungi						
OTU1916	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1917	k__Fungi	p__Ascomycota					
OTU1918	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1919	k__Fungi						
OTU1920	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1921	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU1922	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU1923	k__Fungi						
OTU1924	k__Fungi						
OTU1925	k__Fungi						
OTU1926	k__Fungi	p__Ascomycota					
OTU1927	k__Fungi						
OTU1928	k__Fungi						
OTU1929	k__Fungi						
OTU1930	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1931	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1932	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU1933	k__Fungi						
OTU1934	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU1935	k__Fungi						
OTU1936	k__Fungi						
OTU1937	k__Fungi						
OTU1938	k__Fungi	p__Ascomycota					
OTU1939	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1940	k__Fungi						
OTU1941	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1942	k__Fungi	p__Ascomycota					
OTU1943	k__Fungi	p__Ascomycota					
OTU1944	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1945	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1946	k__Fungi						
OTU1947	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1948	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1949	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1950	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1951	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1952	k__Fungi	p__Ascomycota					
OTU1953	k__Fungi						
OTU1954	k__Fungi						
OTU1955	k__Fungi						
OTU1956	k__Fungi						
OTU1957	k__Fungi	p__Ascomycota					
OTU1958	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1959	k__Fungi						
OTU1960	k__Fungi						
OTU1961	k__Fungi						
OTU1962	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1963	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1964	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__albicans
OTU1965	k__Fungi						
OTU1966	k__Fungi	p__Ascomycota					
OTU1967	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1968	k__Fungi						
OTU1969	k__Fungi						
OTU1970	k__Fungi	p__Ascomycota					
OTU1971	k__Fungi						
OTU1972	k__Fungi	p__Chytridiomycota					
OTU1973	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1974	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1975	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1976	k__Fungi						
OTU1977	k__Fungi						
OTU1978	k__Fungi						
OTU1979	k__Fungi						
OTU1980	k__Fungi						
OTU1981	k__Fungi						
OTU1982	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Thermoascaceae	g__Paecilomyces	s__dactylethromorphus
OTU1983	k__Fungi						
OTU1984	k__Fungi						
OTU1985	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1986	k__Fungi						
OTU1987	k__Fungi	p__Chytridiomycota					
OTU1988	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1989	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1990	k__Fungi	p__Ascomycota					
OTU1991	k__Fungi						
OTU1992	k__Fungi						
OTU1993	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1994	k__Fungi						
OTU1995	k__Fungi						
OTU1996	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1997	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1998	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU1999	k__Fungi						
OTU2000	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU2001	k__Fungi						
OTU2002	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU2003	k__Fungi						
OTU2004	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU2005	k__Fungi						
OTU2006	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU2007	k__Fungi						
OTU2008	k__Fungi	p__Chytridiomycota					
OTU2009	k__Fungi	p__Ascomycota					
OTU2010	k__Fungi						
OTU2011	k__Fungi						
OTU2012	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU2013	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	
OTU2014	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU2015	k__Fungi						
OTU2016	k__Fungi	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	
OTU2017	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU2018	k__Fungi	p__Ascomycota					
OTU2019	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU2020	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU2021	k__Fungi	p__Ascomycota					
OTU2022	k__Fungi						
OTU2023	k__Fungi						
OTU2024	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU2025	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU2026	k__Fungi						
OTU2027	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU2028	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU2029	k__Fungi						
OTU2030	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU2031	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU2032	k__Fungi						
OTU2033	k__Fungi						
OTU2034	k__Fungi						
OTU2035	k__Fungi						
OTU2036	k__Fungi	p__Ascomycota					
OTU2037	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
